X,Y,data
3,76,
3,77,
3,78,
3,79,
3,80,
3,81,
3,82,
3,83,
3,84,
3,85,
3,86,
3,87,
3,88,
3,89,
3,90,
3,91,
3,92,
3,93,
3,94,
3,95,
3,96,
3,97,
3,98,
3,99,
3,100,
4,0,
4,1,
4,2,
4,3,
4,4,
4,5,
4,6,
4,7,
4,8,
4,9,
4,10,
4,11,
4,12,
4,13,
4,14,
4,15,
4,16,
4,17,
4,18,
4,19,
4,20,
4,21,
4,22,
4,23,
4,24,
4,25,
4,26,
4,27,-1.4397402273235125
4,28,-1.4397402273235125
4,29,-1.4397402273235125
4,30,-1.4397402273235125
4,31,
4,32,
4,33,
4,34,
4,35,
4,36,
4,37,
4,38,-1.3639480880745518
4,39,-1.3639480880745518
4,40,-1.3639480880745518
4,41,-1.3603011941670566
4,42,-1.3495431249226684
4,43,-1.3495431249226684
4,44,-1.3495431249226684
4,45,
4,46,
4,47,
4,48,
4,49,-1.4469592193247383
4,50,-1.4469592193247385
4,51,
4,52,
4,53,
4,54,
4,55,
4,56,
4,57,
4,58,
4,59,
4,60,
4,61,
4,62,
4,63,
4,64,
4,65,
4,66,
4,67,
4,68,
4,69,
4,70,
4,71,
4,72,
4,73,
4,74,
4,75,
4,76,
4,77,
4,78,
4,79,
4,80,
4,81,
4,82,
4,83,
4,84,
4,85,
4,86,
4,87,
4,88,
4,89,
4,90,
4,91,
4,92,
4,93,
4,94,
4,95,
4,96,
4,97,
4,98,
4,99,
4,100,
5,0,
5,1,
5,2,
5,3,
5,4,
5,5,
5,6,
5,7,
5,8,
5,9,
5,10,
5,11,
5,12,
5,13,
5,14,
5,15,
5,16,
5,17,
5,18,
5,19,
5,20,
5,21,
5,22,
5,23,
5,24,
5,25,
5,26,-1.4397402273235125
5,27,-1.4397402273235125
5,28,-1.4397402273235125
5,29,-1.4397402273235125
5,30,-1.4397402273235125
5,31,-1.4397402273235125
5,32,-1.0838024081297126
5,33,-1.0838024081297126
5,34,-1.4325044166655996
5,35,-1.4325044166655996
5,36,
5,37,
5,38,-1.3000609995593608
5,39,-1.3000609995593608
5,40,-1.3000609995593608
5,41,-1.3000609995593608
5,42,-1.3248020622410146
5,43,-1.3371725935818415
5,44,
5,45,
5,46,
5,47,
5,48,
5,49,
5,50,
5,51,
5,52,
5,53,
5,54,
5,55,
5,56,
5,57,
5,58,
5,59,
5,60,
5,61,
5,62,
5,63,
5,64,
5,65,
5,66,
5,67,
5,68,
5,69,
5,70,
5,71,
5,72,
5,73,
5,74,
5,75,
5,76,
5,77,
5,78,
5,79,
5,80,
5,81,
5,82,
5,83,
5,84,
5,85,
5,86,
5,87,
5,88,
5,89,
5,90,
5,91,
5,92,
5,93,
5,94,
5,95,
5,96,
5,97,
5,98,
5,99,
5,100,
6,0,
6,1,
6,2,
6,3,
6,4,
6,5,
6,6,
6,7,
6,8,
6,9,
6,10,
6,11,-1.6507220639740714
6,12,-1.6507220639740716
6,13,
6,14,
6,15,
6,16,
6,17,
6,18,
6,19,
6,20,
6,21,
6,22,
6,23,
6,24,
6,25,
6,26,-1.4397402273235125
6,27,-1.4397402273235125
6,28,-1.4397402273235125
6,29,-1.4397402273235125
6,30,-1.4397402273235125
6,31,-1.2359815681647126
6,32,-1.0838024081297126
6,33,-1.0838024081297126
6,34,-1.4325044166655996
6,35,-1.4325044166655996
6,36,-1.4325044166655996
6,37,
6,38,-1.3000609995593608
6,39,-1.3000609995593608
6,40,-1.3000609995593608
6,41,-1.3000609995593608
6,42,-1.3000609995593608
6,43,-1.3000609995593608
6,44,
6,45,
6,46,
6,47,
6,48,
6,49,
6,50,
6,51,
6,52,
6,53,
6,54,
6,55,
6,56,
6,57,
6,58,
6,59,
6,60,
6,61,
6,62,
6,63,
6,64,
6,65,
6,66,
6,67,
6,68,
6,69,
6,70,
6,71,
6,72,
6,73,
6,74,
6,75,
6,76,
6,77,
6,78,
6,79,
6,80,
6,81,
6,82,
6,83,
6,84,
6,85,
6,86,
6,87,
6,88,
6,89,
6,90,
6,91,
6,92,
6,93,
6,94,
6,95,
6,96,
6,97,
6,98,
6,99,
6,100,
7,0,
7,1,
7,2,
7,3,
7,4,
7,5,
7,6,
7,7,
7,8,
7,9,
7,10,-1.6507220639740714
7,11,-1.6507220639740714
7,12,-1.6507220639740716
7,13,-1.6507220639740716
7,14,
7,15,
7,16,
7,17,
7,18,
7,19,
7,20,
7,21,-1.734695233544186
7,22,-1.734695233544186
7,23,
7,24,
7,25,
7,26,
7,27,-1.4397402273235125
7,28,-1.4397402273235125
7,29,-1.4397402273235125
7,30,-1.3372210634100128
7,31,-1.184402069040913
7,32,-1.0838024081297126
7,33,-1.0838024081297126
7,34,-1.4325044166655996
7,35,-1.4325044166655996
7,36,-1.4325044166655996
7,37,-1.4325044166655996
7,38,
7,39,-1.3000609995593608
7,40,-1.3000609995593608
7,41,-1.3000609995593608
7,42,-1.3000609995593608
7,43,
7,44,
7,45,
7,46,
7,47,
7,48,
7,49,
7,50,
7,51,
7,52,
7,53,
7,54,
7,55,
7,56,
7,57,
7,58,
7,59,
7,60,
7,61,
7,62,
7,63,
7,64,
7,65,
7,66,
7,67,
7,68,
7,69,
7,70,
7,71,
7,72,
7,73,
7,74,
7,75,
7,76,
7,77,
7,78,
7,79,
7,80,
7,81,
7,82,
7,83,
7,84,
7,85,
7,86,
7,87,
7,88,
7,89,
7,90,
7,91,
7,92,
7,93,
7,94,
7,95,
7,96,
7,97,
7,98,
7,99,
7,100,
8,0,
8,1,
8,2,
8,3,-1.6303792027701347
8,4,-1.6303792027701345
8,5,
8,6,
8,7,
8,8,
8,9,-1.6507220639740714
8,10,-1.6507220639740714
8,11,-1.6507220639740714
8,12,-1.6507220639740716
8,13,-1.6507220639740716
8,14,-1.6507220639740716
8,15,
8,16,
8,17,
8,18,
8,19,
8,20,-1.734695233544186
8,21,-1.734695233544186
8,22,-1.734695233544186
8,23,-1.734695233544186
8,24,
8,25,
8,26,
8,27,
8,28,-1.4397402273235125
8,29,-1.3623709786378129
8,30,-1.2850017299521133
8,31,-1.2850017299521133
8,32,-1.2255887243984185
8,33,-1.0838024081297126
8,34,-1.4325044166655996
8,35,-1.4325044166655996
8,36,-1.4325044166655996
8,37,-1.4325044166655996
8,38,
8,39,
8,40,-1.3000609995593608
8,41,-1.3000609995593608
8,42,
8,43,
8,44,
8,45,
8,46,
8,47,
8,48,
8,49,
8,50,
8,51,
8,52,
8,53,
8,54,
8,55,
8,56,
8,57,
8,58,
8,59,
8,60,
8,61,
8,62,
8,63,
8,64,
8,65,
8,66,
8,67,
8,68,
8,69,
8,70,
8,71,
8,72,
8,73,
8,74,
8,75,
8,76,
8,77,
8,78,
8,79,
8,80,
8,81,
8,82,
8,83,
8,84,
8,85,
8,86,
8,87,
8,88,
8,89,
8,90,
8,91,
8,92,
8,93,
8,94,
8,95,
8,96,
8,97,
8,98,
8,99,
8,100,
9,0,
9,1,
9,2,-1.6303792027701347
9,3,-1.6303792027701347
9,4,-1.6303792027701345
9,5,-1.6303792027701345
9,6,
9,7,
9,8,
9,9,-1.6507220639740714
9,10,-1.6507220639740714
9,11,-1.6507220639740714
9,12,-1.6507220639740714
9,13,-1.6507220639740714
9,14,-1.6507220639740714
9,15,-1.2083549391722936
9,16,-1.2083549391722936
9,17,
9,18,
9,19,-1.734695233544186
9,20,-1.734695233544186
9,21,-1.734695233544186
9,22,-1.734695233544186
9,23,-1.734695233544186
9,24,-1.734695233544186
9,25,
9,26,
9,27,
9,28,
9,29,-1.3235225405039068
9,30,-1.3235225405039068
9,31,-1.3235225405039068
9,32,-1.4532817809794576
9,33,-1.4884359713573492
9,34,-1.4604701940114744
9,35,-1.4325044166655996
9,36,-1.4325044166655996
9,37,
9,38,
9,39,
9,40,
9,41,
9,42,
9,43,
9,44,
9,45,
9,46,
9,47,
9,48,
9,49,
9,50,
9,51,
9,52,
9,53,
9,54,
9,55,
9,56,
9,57,
9,58,
9,59,
9,60,
9,61,
9,62,
9,63,
9,64,
9,65,
9,66,
9,67,
9,68,
9,69,
9,70,
9,71,
9,72,
9,73,
9,74,
9,75,
9,76,
9,77,
9,78,
9,79,
9,80,
9,81,
9,82,
9,83,
9,84,
9,85,
9,86,
9,87,
9,88,
9,89,
9,90,
9,91,
9,92,
9,93,
9,94,
9,95,
9,96,
9,97,
9,98,
9,99,
9,100,
10,0,
10,1,-1.6303792027701347
10,2,-1.6303792027701347
10,3,-1.6303792027701347
10,4,-1.6303792027701345
10,5,-1.6303792027701345
10,6,-1.6303792027701345
10,7,
10,8,
10,9,
10,10,-1.6507220639740714
10,11,-1.6507220639740714
10,12,-1.6507220639740714
10,13,-1.6507220639740714
10,14,-1.2083549391722936
10,15,-1.2083549391722936
10,16,-1.2083549391722936
10,17,-1.2083549391722936
10,18,
10,19,-1.734695233544186
10,20,-1.734695233544186
10,21,-1.734695233544186
10,22,-1.734695233544186
10,23,-1.734695233544186
10,24,-1.734695233544186
10,25,
10,26,
10,27,
10,28,
10,29,-1.505557593641047
10,30,-1.505557593641047
10,31,-1.505557593641047
10,32,-1.5013427322189936
10,33,-1.4884359713573492
10,34,-1.4884359713573492
10,35,-1.4300906843500394
10,36,
10,37,
10,38,
10,39,
10,40,
10,41,
10,42,
10,43,
10,44,
10,45,
10,46,
10,47,
10,48,
10,49,
10,50,
10,51,
10,52,
10,53,
10,54,
10,55,
10,56,
10,57,
10,58,
10,59,
10,60,
10,61,
10,62,
10,63,
10,64,
10,65,
10,66,
10,67,
10,68,
10,69,
10,70,
10,71,
10,72,
10,73,
10,74,
10,75,
10,76,
10,77,
10,78,
10,79,
10,80,
10,81,
10,82,
10,83,
10,84,
10,85,
10,86,
10,87,
10,88,
10,89,
10,90,
10,91,
10,92,
10,93,
10,94,
10,95,
10,96,
10,97,
10,98,
10,99,
10,100,
11,0,
11,1,-1.6303792027701345
11,2,-1.6303792027701345
11,3,-1.6303792027701345
11,4,-1.6303792027701345
11,5,-1.6303792027701345
11,6,-1.6303792027701345
11,7,
11,8,
11,9,
11,10,
11,11,-1.6507220639740714
11,12,-1.6507220639740714
11,13,-1.2083549391722936
11,14,-1.2083549391722936
11,15,-1.2083549391722936
11,16,-1.2083549391722936
11,17,-1.2083549391722936
11,18,-1.2083549391722936
11,19,
11,20,-1.734695233544186
11,21,-1.734695233544186
11,22,-1.734695233544186
11,23,-1.734695233544186
11,24,-1.8515686797151423
11,25,-1.8515686797151423
11,26,
11,27,
11,28,
11,29,
11,30,-1.505557593641047
11,31,-1.505557593641047
11,32,-1.5013427322189936
11,33,-1.4397495670179552
11,34,-1.3753441134413689
11,35,-1.3693316650271692
11,36,-1.3693316650271692
11,37,
11,38,
11,39,-1.0339528248657723
11,40,-1.0339528248657723
11,41,
11,42,
11,43,
11,44,
11,45,
11,46,
11,47,
11,48,
11,49,
11,50,
11,51,
11,52,
11,53,
11,54,
11,55,
11,56,
11,57,
11,58,
11,59,
11,60,
11,61,
11,62,
11,63,
11,64,
11,65,
11,66,
11,67,
11,68,
11,69,
11,70,
11,71,
11,72,
11,73,
11,74,
11,75,
11,76,
11,77,
11,78,
11,79,
11,80,
11,81,
11,82,
11,83,
11,84,
11,85,
11,86,
11,87,
11,88,
11,89,
11,90,
11,91,
11,92,
11,93,
11,94,
11,95,
11,96,
11,97,
11,98,
11,99,
11,100,
12,0,
12,1,
12,2,-1.6303792027701345
12,3,-1.6303792027701345
12,4,-1.6303792027701345
12,5,-1.6303792027701345
12,6,
12,7,
12,8,
12,9,
12,10,
12,11,
12,12,
12,13,-1.2083549391722936
12,14,-1.2083549391722936
12,15,-1.2083549391722936
12,16,-1.2083549391722936
12,17,-1.2083549391722936
12,18,-1.2083549391722936
12,19,
12,20,
12,21,-1.734695233544186
12,22,-1.734695233544186
12,23,-1.8515686797151423
12,24,-1.8515686797151423
12,25,-1.8515686797151423
12,26,-1.8515686797151423
12,27,-1.572131459330252
12,28,-1.6829604008321357
12,29,-1.768839328162863
12,30,
12,31,-1.5091483901688687
12,32,-1.3910631626785612
12,33,-1.3910631626785612
12,34,-1.3753441134413689
12,35,-1.3693316650271692
12,36,-1.3693316650271692
12,37,-1.3693316650271692
12,38,-1.0339528248657723
12,39,-1.0339528248657723
12,40,-1.0339528248657723
12,41,-1.0339528248657723
12,42,
12,43,
12,44,-0.8133680421414162
12,45,-0.8133680421414162
12,46,
12,47,
12,48,
12,49,
12,50,
12,51,
12,52,
12,53,
12,54,
12,55,
12,56,
12,57,
12,58,
12,59,
12,60,
12,61,
12,62,
12,63,
12,64,
12,65,
12,66,
12,67,
12,68,
12,69,
12,70,
12,71,
12,72,
12,73,
12,74,
12,75,
12,76,
12,77,
12,78,
12,79,
12,80,
12,81,
12,82,
12,83,
12,84,
12,85,
12,86,
12,87,
12,88,
12,89,
12,90,
12,91,
12,92,
12,93,
12,94,
12,95,
12,96,
12,97,
12,98,
12,99,
12,100,
13,0,
13,1,
13,2,
13,3,-1.6303792027701345
13,4,-1.6303792027701345
13,5,
13,6,
13,7,
13,8,
13,9,
13,10,
13,11,
13,12,
13,13,
13,14,-1.2083549391722936
13,15,-1.2083549391722936
13,16,-1.2083549391722936
13,17,-1.2083549391722936
13,18,
13,19,
13,20,
13,21,
13,22,-1.8515686797151423
13,23,-1.8515686797151423
13,24,-1.8515686797151423
13,25,-1.8515686797151423
13,26,-1.8515686797151423
13,27,-1.572131459330252
13,28,-1.6829604008321357
13,29,-1.768839328162863
13,30,-1.6498756892550028
13,31,-1.630824414186998
13,32,-1.5102387209394506
13,33,-1.3910631626785612
13,34,-1.3807173085393887
13,35,-1.3693316650271692
13,36,-1.3693316650271692
13,37,-1.2016422449464708
13,38,-1.0339528248657723
13,39,-1.0339528248657723
13,40,-1.0339528248657723
13,41,-1.0339528248657723
13,42,-1.0339528248657723
13,43,-0.8293942848845592
13,44,-0.8133680421414162
13,45,-0.8133680421414162
13,46,-0.8133680421414162
13,47,
13,48,
13,49,
13,50,
13,51,
13,52,
13,53,
13,54,
13,55,
13,56,
13,57,
13,58,
13,59,
13,60,
13,61,
13,62,
13,63,
13,64,
13,65,
13,66,
13,67,
13,68,
13,69,
13,70,
13,71,
13,72,
13,73,
13,74,
13,75,
13,76,
13,77,
13,78,
13,79,
13,80,
13,81,
13,82,
13,83,
13,84,
13,85,
13,86,
13,87,
13,88,
13,89,
13,90,
13,91,
13,92,
13,93,
13,94,
13,95,
13,96,
13,97,
13,98,
13,99,
13,100,
14,0,
14,1,
14,2,
14,3,
14,4,
14,5,
14,6,
14,7,
14,8,
14,9,
14,10,
14,11,
14,12,
14,13,
14,14,
14,15,-1.2083549391722936
14,16,-1.2083549391722936
14,17,
14,18,
14,19,
14,20,
14,21,
14,22,-1.8627852759273784
14,23,-1.8515686797151423
14,24,-1.8515686797151423
14,25,-1.8515686797151423
14,26,-1.711850069522697
14,27,-1.572131459330252
14,28,-1.6829604008321357
14,29,-1.768839328162863
14,30,-1.5499633254151473
14,31,-1.630824414186998
14,32,-1.6294142792003399
14,33,-1.6287069817592297
14,34,-1.504712145149309
14,35,-1.3693316650271692
14,36,-1.3693316650271692
14,37,-1.0339528248657723
14,38,-1.0339528248657723
14,39,-1.0339528248657723
14,40,-1.0339528248657723
14,41,-1.0339528248657723
14,42,-0.918948788535821
14,43,-0.8454205276277023
14,44,-0.8133680421414162
14,45,-0.8133680421414162
14,46,-0.8133680421414162
14,47,-0.8133680421414162
14,48,
14,49,
14,50,
14,51,
14,52,
14,53,
14,54,
14,55,
14,56,
14,57,
14,58,
14,59,
14,60,
14,61,
14,62,
14,63,
14,64,
14,65,
14,66,
14,67,
14,68,
14,69,
14,70,
14,71,
14,72,
14,73,
14,74,
14,75,
14,76,
14,77,
14,78,
14,79,
14,80,
14,81,
14,82,
14,83,
14,84,
14,85,
14,86,
14,87,
14,88,
14,89,
14,90,
14,91,
14,92,
14,93,
14,94,
14,95,
14,96,
14,97,
14,98,
14,99,
14,100,
15,0,
15,1,
15,2,
15,3,
15,4,
15,5,
15,6,
15,7,
15,8,
15,9,
15,10,
15,11,
15,12,
15,13,
15,14,
15,15,
15,16,
15,17,
15,18,
15,19,
15,20,
15,21,-1.8740018721396146
15,22,-1.8740018721396146
15,23,-1.8740018721396146
15,24,-1.8820769994964146
15,25,-1.8820769994964146
15,26,-1.5721314593302518
15,27,-1.5721314593302518
15,28,-1.6759595356793524
15,29,-1.768839328162863
15,30,-1.2502262338955807
15,31,-1.41745007904336
15,32,-1.629907198547976
15,33,-1.6287069817592297
15,34,-1.6287069817592297
15,35,-1.4990193233931994
15,36,
15,37,
15,38,-1.060990314139942
15,39,-1.0339528248657723
15,40,-1.0339528248657723
15,41,-0.9817928876151777
15,42,-0.8774730131139883
15,43,-0.8774730131139883
15,44,-0.8507761697786318
15,45,-0.8133680421414161
15,46,-0.8133680421414161
15,47,-0.6672127327331516
15,48,
15,49,
15,50,-0.6242254124799853
15,51,-0.582383077036095
15,52,-0.549615063195418
15,53,
15,54,
15,55,
15,56,
15,57,
15,58,
15,59,
15,60,
15,61,
15,62,
15,63,
15,64,
15,65,
15,66,
15,67,
15,68,
15,69,
15,70,
15,71,
15,72,
15,73,
15,74,
15,75,
15,76,
15,77,
15,78,
15,79,
15,80,
15,81,
15,82,
15,83,
15,84,
15,85,
15,86,
15,87,
15,88,
15,89,
15,90,
15,91,
15,92,
15,93,
15,94,
15,95,
15,96,
15,97,
15,98,
15,99,
15,100,
16,0,
16,1,
16,2,
16,3,
16,4,
16,5,
16,6,
16,7,
16,8,
16,9,
16,10,
16,11,
16,12,
16,13,
16,14,
16,15,
16,16,
16,17,
16,18,
16,19,
16,20,-1.8740018721396146
16,21,-1.8740018721396146
16,22,-1.8740018721396146
16,23,-1.8740018721396146
16,24,-1.912585319277687
16,25,-1.912585319277687
16,26,-1.912585319277687
16,27,-1.5721314593302518
16,28,-1.6759595356793524
16,29,-1.677987257216889
16,30,-1.5871351862709153
16,31,-1.412062694393647
16,32,-1.5209849464708114
16,33,-1.6287069817592297
16,34,-1.6287069817592297
16,35,
16,36,
16,37,-1.1150652926882811
16,38,-1.1150652926882811
16,39,-1.1050009148918098
16,40,-1.0960838913929294
16,41,-1.0232135986332824
16,42,-0.8774730131139883
16,43,-0.8774730131139883
16,44,-0.8774730131139883
16,45,-0.7936186929938929
16,46,-0.521057423324887
16,47,-0.521057423324887
16,48,-0.5627464899154949
16,49,-0.6633557612441789
16,50,-0.6242254124799853
16,51,-0.582383077036095
16,52,-0.549615063195418
16,53,-0.5371455034607089
16,54,
16,55,
16,56,
16,57,
16,58,
16,59,
16,60,
16,61,
16,62,
16,63,
16,64,
16,65,
16,66,
16,67,
16,68,
16,69,
16,70,
16,71,
16,72,
16,73,
16,74,
16,75,
16,76,
16,77,
16,78,
16,79,
16,80,
16,81,
16,82,
16,83,
16,84,
16,85,
16,86,
16,87,
16,88,
16,89,
16,90,
16,91,
16,92,
16,93,
16,94,
16,95,
16,96,
16,97,
16,98,
16,99,
16,100,
17,0,
17,1,
17,2,
17,3,
17,4,
17,5,
17,6,
17,7,
17,8,
17,9,
17,10,
17,11,
17,12,
17,13,
17,14,
17,15,
17,16,
17,17,-1.4318529985263488
17,18,-1.4318529985263488
17,19,
17,20,-1.8631485931075789
17,21,-1.8740018721396143
17,22,-1.8740018721396143
17,23,-1.9180273251010165
17,24,-1.9288423470915688
17,25,-1.912585319277687
17,26,-1.912585319277687
17,27,-1.7423583893039694
17,28,-1.6650473415072597
17,29,-1.6541351473351673
17,30,-1.6541351473351673
17,31,-1.6541351473351673
17,32,-1.6541351473351673
17,33,-1.6414210645471985
17,34,
17,35,
17,36,-1.1150652926882811
17,37,-1.1150652926882811
17,38,-1.1150652926882811
17,39,-1.1050009148918098
17,40,-1.0960838913929294
17,41,-1.0960838913929294
17,42,-0.921464436785488
17,43,-0.7837440184201312
17,44,-0.6900150237262741
17,45,-0.6900150237262741
17,46,-0.521057423324887
17,47,-0.521057423324887
17,48,-0.6044355565061028
17,49,-0.7024861100083727
17,50,-0.6242254124799853
17,51,-0.582383077036095
17,52,-0.549615063195418
17,53,-0.5246759437259998
17,54,-0.4908201306787663
17,55,
17,56,
17,57,
17,58,
17,59,
17,60,
17,61,
17,62,
17,63,
17,64,
17,65,
17,66,
17,67,
17,68,
17,69,
17,70,
17,71,
17,72,
17,73,
17,74,
17,75,
17,76,
17,77,
17,78,
17,79,
17,80,
17,81,
17,82,
17,83,
17,84,
17,85,
17,86,
17,87,
17,88,
17,89,
17,90,
17,91,
17,92,
17,93,
17,94,
17,95,
17,96,
17,97,
17,98,
17,99,
17,100,
18,0,
18,1,
18,2,
18,3,
18,4,
18,5,
18,6,
18,7,
18,8,
18,9,
18,10,
18,11,
18,12,
18,13,
18,14,
18,15,
18,16,-1.4318529985263488
18,17,-1.4318529985263488
18,18,-1.4318529985263488
18,19,-1.6420741563009458
18,20,-1.8522953140755432
18,21,-1.8522953140755432
18,22,-1.7876247550910016
18,23,-1.859159307077093
18,24,-1.7746254149489893
18,25,-1.820683760420346
18,26,-1.820683760420346
18,27,-1.820683760420346
18,28,
18,29,-1.6541351473351673
18,30,-1.6541351473351673
18,31,-1.6541351473351673
18,32,-1.5169126154702808
18,33,
18,34,
18,35,
18,36,-1.1150652926882811
18,37,-1.1150652926882811
18,38,-1.1150652926882811
18,39,-1.1096376396295173
18,40,-1.0960838913929294
18,41,-1.0144242033604525
18,42,-0.928556824214903
18,43,-0.7743493371579382
18,44,-0.7601478891475141
18,45,-0.7691325688995496
18,46,-0.521057423324887
18,47,-0.5426692071671932
18,48,-0.6878136896873185
18,49,-0.7807468075367601
18,50,-0.6445175398856164
18,51,-0.5696144931533224
18,52,-0.5533508471043501
18,53,-0.4997368242565816
18,54,-0.4569643176315328
18,55,-0.43557806431900836
18,56,
18,57,
18,58,
18,59,
18,60,
18,61,
18,62,
18,63,
18,64,
18,65,
18,66,
18,67,
18,68,
18,69,
18,70,
18,71,
18,72,
18,73,
18,74,
18,75,
18,76,
18,77,
18,78,
18,79,
18,80,
18,81,
18,82,
18,83,
18,84,
18,85,
18,86,
18,87,
18,88,
18,89,
18,90,
18,91,
18,92,
18,93,
18,94,
18,95,
18,96,
18,97,
18,98,
18,99,
18,100,
19,0,
19,1,
19,2,
19,3,
19,4,
19,5,
19,6,
19,7,
19,8,
19,9,
19,10,-1.2838171104149323
19,11,-1.6822420205442774
19,12,-1.820419099119885
19,13,
19,14,
19,15,-1.4318529985263488
19,16,-1.4318529985263488
19,17,-1.4318529985263488
19,18,-1.4318529985263488
19,19,-1.642074156300946
19,20,-1.8522953140755432
19,21,-1.8522953140755432
19,22,-1.629713086056297
19,23,-1.6066361365285968
19,24,-1.6390198580768196
19,25,-1.820683760420346
19,26,-1.820683760420346
19,27,-1.820683760420346
19,28,
19,29,
19,30,-1.3796900836053945
19,31,-1.242467551740508
19,32,-1.242467551740508
19,33,-1.242467551740508
19,34,
19,35,
19,36,-1.2132875695362884
19,37,-1.31298714721304
19,38,-1.5123863025665436
19,39,-1.3110044310092384
19,40,-0.9261036334348618
19,41,-0.9327645153279754
19,42,-0.928556824214903
19,43,-0.7885507851683622
19,44,-0.8100977626262559
19,45,-0.8467800265340166
19,46,-0.5133278050484451
19,47,-0.5709973986929017
19,48,-0.7571155934174545
19,49,-0.7733138808958601
19,50,-0.5778119932703422
19,51,-0.5324705332492551
19,52,-0.5569607389627464
